编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
1455,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao缘源援圆"，"点我对话"),缘源援圆,悦靓妈妈,,,,,https://shop104975030.taobao.com,,,1967.00,广西,秋冬女装,,4.77612分,0.39%,4.8806分,27.42%,4.80597分,-0.74%,,,,,,,,,,
1456,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb151787358"，"点我对话"),tb151787358,d[s599992927],,,,,https://shop599992927.taobao.com,,,303.56,广西,秋冬女装,,4.47191,-7.09%,4.48315,-7.46%,4.52809分,-6.63%,,,,,,,,,,
1457,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao男人你的微笑"，"点我对话"),男人你的微笑,CHUJIAN 初简,,,,,https://shop102672827.taobao.com,,,5157.00,广西,秋冬女装,,4.67669,-2.47%,4.75188,-1.73%,4.78947分,-1.08%,,,,,,,,,,
1458,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojiehuawu"，"点我对话"),jiehuawu,中老年衣服爸爸妈妈服,,,,,https://shop67070104.taobao.com,,,862.40,广西,秋冬女装,,4.84211分,-1.87%,4.84211分,-1.92%,4.83333分,-2.15%,,,,,,,,,,
1459,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao88易轩电商"，"点我对话"),88易轩电商,易轩电商,,,,,https://shop196071152.taobao.com,,,442.69,广西,秋冬女装,,4.7037,-3.72%,4.79167,-2.21%,4.77778分,-2.45%,,,,,,,,,,
1460,上海伊锦网络科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaouslonsrd服饰旗舰店"，"点我对话"),uslonsrd服饰旗舰店,uslonsrd服饰旗舰店,021-65120275,,,,https://shop67833792.taobao.com,,,3194278.00,广西,秋冬女装,,4.89888分,20.50%,4.86236分,18.35%,4.82022分,0%,,,,,,,,,,
1461,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodonaldheyiping"，"点我对话"),donaldheyiping,高端专业品质女裤,,,,,https://shop57538100.taobao.com,,,6352.00,广西,秋冬女装,,4.41176,-7.99%,4.58088,-5.27%,4.66176分,-3.72%,,,,,,,,,,
1462,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao我是主角a24"，"点我对话"),我是主角a24,u[3894075265],,,,,https://shop259024394.taobao.com,,,1391.46,广西,秋冬女装,,3.28182,-31.56%,3.35455,-30.63%,3.39091分,-29.97%,,,,,,,,,,
1463,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao时尚星空2010"，"点我对话"),时尚星空2010,优乐美时尚精品店,,,,,https://shop60994575.taobao.com,,,3753.84,广西,秋冬女装,,4.65996,-4.62%,4.69819,-4.12%,4.72435分,-3.54%,,,,,,,,,,
1464,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao偏爱178"，"点我对话"),偏爱178,十里楼兰香,,,,,https://shop215124077.taobao.com,,,567.00,广西,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
1465,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao曾令海75"，"点我对话"),曾令海75,靓女时尚廊坊,,,,,https://shop100723057.taobao.com,,,381.00,广西,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
1466,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaot_1486189176223_0330"，"点我对话"),t_1486189176223_0330,胡图图百汇万货,,,,,https://shop296504167.taobao.com,,,540.66,广西,秋冬女装,,4.70253分,-2.72%,4.74051分,-2.45%,4.76582分,-2.00%,,,,,,,,,,
1467,上海丝影服装设计有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奕生缘旗舰店"，"点我对话"),奕生缘旗舰店,奕生缘旗舰店,,,,,https://shop64768878.taobao.com,,,1768857.00,广西,秋冬女装,,4.90287分,23.63%,4.87142分,23.72%,4.87851分,23.86%,,,,,,,,,,
1468,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoe妮的天空"，"点我对话"),e妮的天空,E妮的天空 学生装,13912641831,,,,https://shop63585208.taobao.com,,,4636.00,广西,秋冬女装,,4.68098分,-2.38%,4.76074分,-1.55%,4.77607分,-1.36%,,,,,,,,,,
1469,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozhangqing88863"，"点我对话"),zhangqing88863,米粒欧洲行,,,,,https://shop65607871.taobao.com,,,797.00,广西,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
1470,上海明歌电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao明歌女装旗舰店"，"点我对话"),明歌女装旗舰店,明歌女装旗舰店,,,,,https://shop116021639.taobao.com,,,0,广西,秋冬女装,,4.95853分,67.39%,4.93548分,61.73%,4.92627分,53.80%,,,,,,,,,,
1471,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao瑾年似水"，"点我对话"),瑾年似水,惠尔乐精品服饰,,,,,https://shop65562825.taobao.com,,,2537.00,广西,秋冬女装,,4.74684分,-1.00%,4.78481分,-1.05%,4.78481分,-1.18%,,,,,,,,,,
1472,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao三叶草阿迪王"，"点我对话"),三叶草阿迪王,品 牌网店折扣店,,,,,https://shop592135392.taobao.com,,,1015.20,广西,秋冬女装,,4.84615,24.95%,4.84615,6.47%,4.76923分,-1.50%,,,,,,,,,,
1473,泉州市梵达商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梵威伦旗舰店"，"点我对话"),梵威伦旗舰店,梵威伦旗舰店,,,,,https://shop552087266.taobao.com,,,81889.00,广西,秋冬女装,,4.98438分,87.72%,5.0分,100%,5.0分,100%,,,,,,,,,,
1474,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣网情深sj"，"点我对话"),衣网情深sj,富贵花中老年妈妈装,,,,,https://shop35787073.taobao.com,,,98.00,广西,秋冬女装,,4.78947分,0.12%,4.78947分,-0.95%,4.78947分,-1.08%,,,,,,,,,,
1475,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao艾羽蝶"，"点我对话"),艾羽蝶,艾羽蝶衣衣阁,,,,,https://shop100464831.taobao.com,,,201603.00,广西,秋冬女装,,4.83078分,17.41%,4.87752分,25.49%,4.87429分,20.41%,,,,,,,,,,
1476,上海剧格文化传媒有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaounigal旗舰店"，"点我对话"),unigal旗舰店,unigal旗舰店,,,,,https://shop433535908.taobao.com,,,7366.00,广西,秋冬女装,,5.0分,100%,4.90909分,46.08%,4.81818分,0%,,,,,,,,,,
1477,上海嘉皖贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宫尚旗舰店"，"点我对话"),宫尚旗舰店,宫尚旗舰店,,,,,https://shop110298055.taobao.com,,,4306981.00,广西,秋冬女装,,4.91286分,31.49%,4.89534分,37.91%,4.89443分,33.84%,,,,,,,,,,
1478,杭州暖穆服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao歌佩蕾旗舰店"，"点我对话"),歌佩蕾旗舰店,歌佩蕾旗舰店,,,,,https://shop238906015.taobao.com,,,2982.00,广西,秋冬女装,,4.68182分,3.92%,4.86364分,19.11%,4.86364分,14.54%,,,,,,,,,,
1479,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao依恋小熊维尼"，"点我对话"),依恋小熊维尼,ins超火的格子衬衫,,,,,https://shop100859082.taobao.com,,,167328.00,广西,秋冬女装,,4.81554分,9.97%,4.87535分,24.17%,4.87067分,18.12%,,,,,,,,,,
1480,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao浪博金秋品牌直销"，"点我对话"),浪博金秋品牌直销,妈妈的样子 8年老店,,,,,https://shop68137412.taobao.com,,,111624.00,广西,秋冬女装,,4.83504,19.54%,4.87097,21.56%,4.91276分,44.82%,,,,,,,,,,
1481,杭州今派电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao茵丹妮旗舰店"，"点我对话"),茵丹妮旗舰店,茵丹妮旗舰店,,,,,https://shop237182059.taobao.com,,,1718563.40,广西,秋冬女装,,4.85055分,0%,4.78641分,0.93%,4.79588分,0.92%,,,,,,,,,,
1482,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao有一个杯子"，"点我对话"),有一个杯子,欣之依 星星家,,,,,https://shop113579311.taobao.com,,,0,广西,秋冬女装,,4.86654分,34.90%,4.89362分,35.33%,4.89684分,34.75%,,,,,,,,,,
1483,六安玫瑰新娘服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao怡人新娘旗舰店"，"点我对话"),怡人新娘旗舰店,怡人新娘旗舰店,,,,,https://shop64419698.taobao.com,,,17809.35,广西,秋冬女装,,4.87034分,0%,4.83126分,0%,4.84902分,5.38%,,,,,,,,,,
1484,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao豌豆公主88888"，"点我对话"),豌豆公主88888,豌豆公主精品服饰,,,,,https://shop72640025.taobao.com,,,236.00,广西,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
1485,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宋家一飞"，"点我对话"),宋家一飞,宋家右右,,,,,https://shop207292868.taobao.com,,,3152.16,广西,秋冬女装,,4.75439,-2.69%,4.76316,-2.79%,4.78947分,-2.21%,,,,,,,,,,
1486,,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao懿琪宝贝婴童店"，"点我对话"),懿琪宝贝婴童店,懿琪Baby婴童店,,18616703825,18918970960,,https://shop148933609.taobao.com,,,1936048.00,贵州,秋冬女装,,4.82499,6.69%,4.85943,9.79%,4.86427分,7.78%,,,,,,,,,,
1487,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxiaoba0730_小八"，"点我对话"),xiaoba0730_小八,衣衣不舍YOYO,,,,,https://shop104063765.taobao.com,,,1293.00,贵州,秋冬女装,,4.65116分,-3.00%,4.67442分,-3.33%,4.72093分,-2.50%,,,,,,,,,,
1488,上海李宁体育用品电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao李宁官方网络旗舰店"，"点我对话"),李宁官方网络旗舰店,李宁官方网络旗舰店,,,,,https://shop57299736.taobao.com,,,361019783.00,贵州,秋冬女装,,4.8557分,0%,4.82802分,0%,4.83864分,0%,,,,,,,,,,
1489,上海灏琳服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嘉梵米旗舰店"，"点我对话"),嘉梵米旗舰店,嘉梵米旗舰店,,,,,https://shop67981565.taobao.com,,,6352541.00,贵州,秋冬女装,,4.89166分,14.82%,4.85617分,14.68%,4.86787分,17.19%,,,,,,,,,,
1490,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoly82297"，"点我对话"),ly82297,日本AI innee精品女装,,,,,https://shop59426372.taobao.com,,,30789.00,贵州,秋冬女装,,4.99402分,97.08%,4.99402分,96.36%,4.99103分,94.33%,,,,,,,,,,
1491,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣依领先"，"点我对话"),衣依领先,凯瑟莉工厂店,,,,,https://shop318532641.taobao.com,,,316134.20,贵州,秋冬女装,,4.7558,-0.82%,4.80562,-0.62%,4.81479分,-0.56%,,,,,,,,,,
1492,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣人如一"，"点我对话"),衣人如一,衣人如一,,,,,https://shop293347023.taobao.com,,,16462.00,贵州,秋冬女装,,4.77273分,0.47%,4.80753分,-0.58%,4.81179分,-0.62%,,,,,,,,,,
1493,上海兴南纺织品贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao织锦楼旗舰店"，"点我对话"),织锦楼旗舰店,织锦楼旗舰店,,,,,https://shop68671001.taobao.com,,,10891380.00,贵州,秋冬女装,,4.91431分,32.62%,4.9051分,43.71%,4.91431分,46.31%,,,,,,,,,,
1494,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozarrly"，"点我对话"),zarrly,泽若莱依大码女装,,,,,https://shop63605117.taobao.com,,,65872.00,贵州,秋冬女装,,4.77408分,0.44%,4.83472分,0.10%,4.84744分,3.41%,,,,,,,,,,
1495,上海缇艾乔贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao缇艾乔旗舰店"，"点我对话"),缇艾乔旗舰店,缇艾乔旗舰店,,,,,https://shop57302379.taobao.com,,,2915468.00,海南,秋冬女装,,4.89099分,14.28%,4.86207分,18.19%,4.86652分,16.37%,,,,,,,,,,
1496,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao正品珍藏店"，"点我对话"),正品珍藏店,全球海外香港IT代购,,,,,https://shop107550951.taobao.com,,,4489.00,海南,秋冬女装,,4.97115分,85.93%,4.97115分,82.46%,4.98077分,87.84%,,,,,,,,,,
1497,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohazzys2016"，"点我对话"),hazzys2016,hazzys官方店,,,,,https://shop148995938.taobao.com,,,0,河北,秋冬女装,,4.83089,17.46%,4.87586,24.48%,4.89834分,35.64%,,,,,,,,,,
1498,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao若熙kiss"，"点我对话"),若熙kiss,若熙网批,,,,,https://shop70340111.taobao.com,,,11420.00,河北,秋冬女装,,4.74154分,-1.12%,4.79495分,-0.84%,4.81831分,0.49%,,,,,,,,,,
1499,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阿葱618"，"点我对话"),阿葱618,衣尚服饰品牌女装折扣,,18121101826,,,https://shop33236281.taobao.com,,,14720.60,河北,秋冬女装,,4.86626分,34.72%,4.90203分,40.40%,4.9069分,41.06%,,,,,,,,,,
1500,嘉兴聚协贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao柳纪旗舰店"，"点我对话"),柳纪旗舰店,柳纪旗舰店,,,,,https://shop312860972.taobao.com,,,350368.20,河北,秋冬女装,,4.95275分,62.85%,4.94125分,65.15%,4.93997分,62.39%,,,,,,,,,,
1501,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao军军裤行888"，"点我对话"),军军裤行888,夕阳红 中老年服饰,,,,,https://shop108994748.taobao.com,,,4127.70,河北,秋冬女装,,4.76471分,-0.63%,4.85294分,10.60%,4.85294分,6.98%,,,,,,,,,,
1502,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao廖锐杰5155"，"点我对话"),廖锐杰5155,西丽百货大楼,,,,,https://shop111568946.taobao.com,,,21776.22,河北,秋冬女装,,4.74704分,-1.00%,4.79357分,-0.87%,4.79589分,-0.95%,,,,,,,,,,
1503,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxiaoling1920"，"点我对话"),xiaoling1920,玲爽真丝服装店,,,18616146365,,https://shop59846574.taobao.com,,,58616.00,河北,秋冬女装,,4.93696分,69.23%,4.96244分,77.15%,4.96048分,74.98%,,,,,,,,,,
1504,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao智辰网络444"，"点我对话"),智辰网络444,路弯弯终相逢,,,,,https://shop207464477.taobao.com,,,46574.18,河北,秋冬女装,,4.66082,-2.80%,4.75244,-1.72%,4.74854分,-1.93%,,,,,,,,,,
1505,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嫚淑菲儿"，"点我对话"),嫚淑菲儿,嫚淑菲儿韩风尚女装,,,,,https://shop100051178.taobao.com,,,1350.00,河北,秋冬女装,,4.52941分,-5.54%,4.76471分,-1.46%,4.76471分,-1.59%,,,,,,,,,,
1506,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao韩莱枫女装"，"点我对话"),韩莱枫女装,韩莱枫女装,,,,,https://shop140083034.taobao.com,,,300232.00,河北,秋冬女装,,4.67875分,-2.43%,4.75281分,-1.71%,4.78192分,-1.24%,,,,,,,,,,
1507,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣衣仙子1988"，"点我对话"),衣衣仙子1988,芬迪品牌店,,,,,https://shop560493384.taobao.com,,,662.00,河北,秋冬女装,,4.0,-16.58%,4.8,-0.73%,4.6分,-5.00%,,,,,,,,,,
1508,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao向上服旺love"，"点我对话"),向上服旺love,香港IT正品IT专柜代购,,,,,https://shop123243103.taobao.com,,,13200.00,河北,秋冬女装,,4.805分,4.88%,4.855分,11.85%,4.855分,8.28%,,,,,,,,,,
1509,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao发发发生28774607"，"点我对话"),发发发生28774607,卡金百货店123,,,,,https://shop284597573.taobao.com,,,3668.72,河北,秋冬女装,,4.26525,-11.05%,4.33952,-10.26%,4.44032分,-8.30%,,,,,,,,,,
1510,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao夕阳安久拉"，"点我对话"),夕阳安久拉,谷语专注高端品质优雅,,13524408962,,,https://shop72062401.taobao.com,,,97444.00,河北,秋冬女装,,4.83425分,19.15%,4.87472分,23.84%,4.88497分,27.24%,,,,,,,,,,
1511,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao康德kangde8"，"点我对话"),康德kangde8,康德百货连锁店,,,,,https://shop151323566.taobao.com,,,1708.08,河北,秋冬女装,,4.66912,-2.63%,4.70176,-2.77%,4.71631分,-2.60%,,,,,,,,,,
1512,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao沃爵狮企业店铺"，"点我对话"),沃爵狮企业店铺,百货百客企业店铺,,,,,https://shop240078629.taobao.com,,,11411.40,河北,秋冬女装,,4.64091,-3.58%,4.6851,-3.29%,4.72956分,-2.47%,,,,,,,,,,
1513,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao20040606zxcvb"，"点我对话"),20040606zxcvb,美特斯邦威正品直销店,,,,,https://shop65394608.taobao.com,,,14140.00,河北,秋冬女装,,4.73799分,-1.19%,4.80349分,-0.66%,4.81441分,-0.57%,,,,,,,,,,
1514,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao5877精品妈妈装"，"点我对话"),5877精品妈妈装,美莲妈妈精品,,,,,https://shop117465153.taobao.com,,,31177.00,河北,秋冬女装,,4.84502分,24.40%,4.86993分,20.93%,4.87442分,20.56%,,,,,,,,,,
1515,昆山市紫衣阁服装有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoybalady三姿旗舰店"，"点我对话"),ybalady三姿旗舰店,ybalady三姿旗舰店,,,,,https://shop222994240.taobao.com,,,1991005.00,河北,秋冬女装,,4.94635分,57.81%,4.93184分,59.57%,4.93052分,56.47%,,,,,,,,,,
1516,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowoainidxy"，"点我对话"),woainidxy,衣橱锋尚,,,,,https://shop59594011.taobao.com,,,718.00,河北,秋冬女装,,4.8125分,8.48%,4.9125分,46.77%,4.9分,36.69%,,,,,,,,,,
1517,上海雅娟电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao粉秋旗舰店"，"点我对话"),粉秋旗舰店,粉秋旗舰店,,,,,https://shop112479831.taobao.com,,,0.00,河北,秋冬女装,,4.9355分,49.29%,4.90691分,44.78%,4.9185分,48.92%,,,,,,,,,,
1518,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocfq2zzmm"，"点我对话"),cfq2zzmm,衣频道 好品质,,,13262640010,,https://shop58397753.taobao.com,,,25356.00,河北,秋冬女装,,4.82087,12.57%,4.88484,29.94%,4.87697分,22.11%,,,,,,,,,,
1519,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao伊人红妆潮吧"，"点我对话"),伊人红妆潮吧,香港代购林的专柜,,,,,https://shop105597931.taobao.com,,,0,河北,秋冬女装,,4.95509,78.08%,4.96615,79.41%,4.97512分,84.25%,,,,,,,,,,
1520,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao灰姑娘的衣领"，"点我对话"),灰姑娘的衣领,小棕熊大码女装,,,,,https://shop106052941.taobao.com,,,170186.00,河北,秋冬女装,,4.82144分,12.85%,4.8683分,19.88%,4.88039分,24.27%,,,,,,,,,,
1521,上海尚妞服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao艾欧曼旗舰店"，"点我对话"),艾欧曼旗舰店,艾欧曼旗舰店,,,,,https://shop108450359.taobao.com,,,1814578.00,河北,秋冬女装,,4.89831分,20.04%,4.86441分,19.58%,4.87006分,18.58%,,,,,,,,,,
1522,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao林美芳_007"，"点我对话"),林美芳_007,欧美网红ins风,,,,,https://shop34987410.taobao.com,,,1014.00,河北,秋冬女装,,4.68966分,-2.20%,4.72414分,-2.30%,4.68966分,-3.14%,,,,,,,,,,
1523,南宫市鸿运皮毛有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao皇兔美眉旗舰店"，"点我对话"),皇兔美眉旗舰店,皇兔美眉旗舰店,,,,,https://shop181895935.taobao.com,,,10778980.48,河北,秋冬女装,,4.78587分,1.78%,4.72333分,2.24%,4.74834分,1.90%,,,,,,,,,,
1524,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb160062231"，"点我对话"),tb160062231,全美企业直销店铺,,,,,https://shop221996038.taobao.com,,,14549.00,河北,秋冬女装,,3.08955,-36.76%,3.08955,-36.95%,3.1791分,-35.09%,,,,,,,,,,
1525,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao七色精品商城"，"点我对话"),七色精品商城,热风官方折扣店,0571-88888888,18868762016,76352605,,https://shop115458945.taobao.com,,,66713.00,河北,秋冬女装,,4.84391,23.86%,4.87603,24.64%,4.88499分,27.25%,,,,,,,,,,
1526,泉州市康浩鑫服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaorvhv旗舰店"，"点我对话"),rvhv旗舰店,rvhv旗舰店,,,,,https://shop200254171.taobao.com,,,86945.04,河北,秋冬女装,,4.71191分,3.30%,4.59561分,4.88%,4.64425分,4.05%,,,,,,,,,,
1527,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao那朵甜美的爱"，"点我对话"),那朵甜美的爱,萱草之花,,,,,https://shop104037698.taobao.com,,,29656.00,河北,秋冬女装,,4.7207分,-1.55%,4.77833分,-1.18%,4.79203分,-1.03%,,,,,,,,,,
1528,义乌市建清电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao绒听旗舰店"，"点我对话"),绒听旗舰店,绒听旗舰店,,,,,https://shop218003016.taobao.com,,,786.00,河北,秋冬女装,,5.0分,100%,5.0分,100%,5.0分,100%,,,,,,,,,,
1529,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao李明杰12345"，"点我对话"),李明杰12345,衣品佳人高档女装店,,,,,https://shop68202023.taobao.com,,,103341.00,河北,秋冬女装,,4.66107分,-2.80%,4.79924分,-0.75%,4.84799分,3.76%,,,,,,,,,,
1530,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxing532973699"，"点我对话"),xing532973699,猪战精选生活馆,,,,,https://shop112073728.taobao.com,,,0,河北,秋冬女装,,4.66734分,-2.66%,4.6932分,-2.94%,4.72883分,-2.34%,,,,,,,,,,
1531,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao以琳恩琪商贸"，"点我对话"),以琳恩琪商贸,以琳恩琪商贸,,,,,https://shop330136039.taobao.com,,,1574.00,河北,秋冬女装,,4.54217,-5.89%,4.63855,-4.43%,4.66867分,-3.83%,,,,,,,,,,
1532,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao饭团呦"，"点我对话"),饭团呦,玉如億服饰,,,,,https://shop71143517.taobao.com,,,3210.00,河北,秋冬女装,,4.75,-0.94%,4.72917,-2.20%,4.8125分,-0.61%,,,,,,,,,,
1533,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowzf290157652"，"点我对话"),wzf290157652,小睿家服饰,,,,,https://shop66226144.taobao.com,,,2704.95,河北,秋冬女装,,4.79545分,0.22%,4.86364分,17.11%,4.86364分,13.75%,,,,,,,,,,
1534,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowangjiajia7553"，"点我对话"),wangjiajia7553,佳佳的服饰,,,,,https://shop210409178.taobao.com,,,20719.20,河北,秋冬女装,,4.78613分,0.18%,4.84841分,7.85%,4.86486分,14.52%,,,,,,,,,,
1535,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao精灵宝库"，"点我对话"),精灵宝库,法国快时尚女装,,,,,https://shop291927480.taobao.com,,,1460.00,河北,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
1536,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaorenweina2013"，"点我对话"),renweina2013,优美精品期舰商城,,,,,https://shop118035021.taobao.com,,,2070.00,河北,秋冬女装,,4.73426分,-3.10%,4.77566分,-2.54%,4.79008分,-2.20%,,,,,,,,,,
